"target_id","pval","qval","b","se_b","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"SHF",0.000837045839125894,0.00476419265357279,-1.09690782497438,0.328391451666912,2.89802734320031,0.471453611803699,0.0733511401571675,0.0647633334136942,0.0884102781346855,0.0884102781346855
"MSTRG.7237",0.00084058317021711,0.00478316839999177,-0.301451512185475,0.0902799867272781,6.98936056058919,0.0370424754638457,0.00306553289112085,0.00916018111409542,0.00647908885342259,0.00916018111409542
"MRPL36",0.000842917558326033,0.00479529151831438,0.328340350063806,0.0983554647587994,6.61445644219796,0.0439507725815103,0.00137304331927399,0.0131376528526052,0.00740508284816901,0.0131376528526052
"CIAPIN1",0.000843206825569926,0.00479577705532129,-0.263033136697226,0.0787947177723385,7.21717915147465,0.0282062583588208,0.000939369857339829,0.00837354146589388,0.0060771506520368,0.00837354146589388
"RP4-794I6.4",0.000843900330335058,0.00479856092089456,-1.73801580485116,0.520679022708247,2.27247330143602,0.990708681718802,0.26446391096481,-0.15884016053347,0.142196056067813,0.142196056067813
"MSTRG.10398",0.000844307742441938,0.00479971706230348,-0.738752439838674,0.221326154002766,6.20266580282131,0.222508869945064,0.0359067057959384,0.0375711938725457,0.00894826480325271,0.0375711938725457
"CD55",0.000845400668067792,0.00480476870749597,0.559433958361471,0.167621379019344,6.59401210461868,0.127606218175611,0.00265370611377386,0.0394916839427461,0.00746744563034591,0.0394916839427461
"CD58",0.000845730534274104,0.00480548217082831,-0.348713868924758,0.104487397481568,5.71486097365177,0.0495815481931072,0.00276501582648713,0.0136114085222196,0.0118200689324036,0.0136114085222196
"DDX27",0.000846199657825704,0.00480698636539732,0.206039852504863,0.0617399079198547,8.02557223691413,0.0167414971622622,0.000494304555987192,0.00451290908925576,0.00522341978894101,0.00522341978894101
"R3HDM2",0.000846581363495909,0.0048079933607092,-0.360254567444809,0.107954451212557,6.09529646159446,0.0477866534116422,0.00801930963084173,0.00304524962189428,0.00946193567406473,0.00946193567406473
"IFNLR1",0.000851776662062416,0.00483633112949877,-0.725627782069271,0.21755363964217,3.65345127470901,0.197713369299377,0.0231189222341166,0.026571910098567,0.0478754569482162,0.0478754569482162
"UGT2B4",0.000853361845098937,0.00484416217065817,-2.07162747390831,0.621199986123306,0.739694943952473,1.54482882158015,0.199744636212955,0.121926244267831,0.379089497926438,0.379089497926438
"RP11-173M11.2",0.000854270531674923,0.00484815018434624,-1.73228431000242,0.519490359316203,2.56462762137661,1.00785660198473,0.290039290170001,-0.155521886694299,0.114766059963716,0.114766059963716
"NT5C2",0.000854858041599745,0.00485031397402721,-0.311730930755226,0.0934895608292499,6.24503694472912,0.0335209254511199,0.00435086830338373,0.00110922356444657,0.00875957867268531,0.00875957867268531
"ID4",0.000859565941447884,0.00487584944789468,2.79140355930209,0.837538705022099,1.91576759260274,3.17934544815742,0.0811014554513829,0.971105168163759,0.182105120011688,0.971105168163759
"PIM1",0.000861890944591646,0.00488785899081416,-0.388238294659008,0.116514126431087,5.5699243847102,0.0615093420215196,0.00671399718281817,0.0136493153041809,0.0129840857650406,0.0136493153041809
"MSTRG.15538",0.000863508387524498,0.00489585107468687,-0.491270446231837,0.147458178305089,5.37461591349105,0.0809536013473798,0.0178675475983779,-0.00718054016696352,0.0147483239252052,0.0147483239252052
"NSL1",0.000864154468569669,0.00489833328315774,0.304521098529519,0.0914097983473847,6.06055075078735,0.0312229894989705,0.00289392352481721,0.00135990105528622,0.0096397033260471,0.0096397033260471
"FAM160B1",0.000864417250019515,0.00489864214119493,-0.317641163523602,0.0953505437493334,5.7503568357138,0.0323452902297154,0.00208104936397247,0.000514597636436189,0.0115565399259678,0.0115565399259678
"TPT1",0.000869477071319825,0.00492612906848944,0.286107595418739,0.0859266078894543,9.75811038584962,0.0334173251789537,7.9510933796335e-05,0.0109955619812857,0.00558801615049337,0.0109955619812857
"MSTRG.15652",0.000871383920634391,0.00493574350806349,0.405663555054843,0.12185514018692,6.22649293976282,0.0613334839697731,0.0134317929436178,0.00152396705619834,0.00884121984134309,0.00884121984134309
"TCAIM",0.000872589557119984,0.0049413824233922,-0.324950520707148,0.09762146915364,6.12725907561984,0.0331469674596774,0.00499142368644833,-0.00315502970229362,0.00930350317312429,0.00930350317312429
"FOXJ2",0.000875351954448279,0.00495244002987473,-0.28733481590739,0.0863438176605265,6.26162758360833,0.0257758972269524,0.00249512842088719,-0.0012357430493967,0.00868775385140419,0.00868775385140419
"GCDH",0.000875267262298406,0.00495244002987473,0.427906329442676,0.128584371806033,5.28060256464187,0.0650215915876327,0.00909993178863899,0.00351312265448788,0.0157009792204891,0.0157009792204891
"RAB36",0.000875384522671538,0.00495244002987473,-0.501197379256097,0.150609767856382,4.5109367138674,0.0902574864954103,0.00738041035793931,0.0112418928963821,0.0266445429026908,0.0266445429026908
"ZBTB11",0.00087521950757052,0.00495244002987473,0.302717241631253,0.09096506845633,5.88908042198112,0.0294428001723379,0.00179780446346724,0.000641547609142209,0.01061416105543,0.01061416105543
"MSTRG.7765",0.00087568613977109,0.00495295493870526,-0.553303368053556,0.166272408388639,5.09025695613322,0.116100952744512,0.023558701359879,0.00676325815848246,0.0179110693271586,0.0179110693271586
"FKBPL",0.000879994647805411,0.00497612746503671,0.411690807834627,0.123767487805641,5.17782630808002,0.0558503369891947,0.0061295219781441,0.000124903787525742,0.0168480645784351,0.0168480645784351
"TRIM59",0.000886916168649019,0.00501406116689606,0.479435450047157,0.144228411131979,4.60772824788722,0.0930941669133596,0.00618668304086593,0.023984144065113,0.0250160688256167,0.0250160688256167
"SUCLG2",0.000889195296798505,0.00502573780103514,0.215187390170081,0.0647486947348243,7.37229867593001,0.0160594480324176,0.000434813570213014,0.00227489163722994,0.00585377663458218,0.00585377663458218
"PCDHA2",0.000889480579849662,0.00502614230583958,-2.24543804788017,0.67565807124641,0.843632539382811,2.06041420314887,0.263584417419701,0.421186326440927,0.356729136289554,0.421186326440927
"MSTRG.15770",0.000889832660056681,0.00502692397290729,0.523558807995798,0.157545421944131,4.56294126759609,0.0962303468219184,0.011469738642398,0.00602551034875688,0.0257611013209335,0.0257611013209335
"PRR22",0.000892015968399398,0.0050380479214258,-0.584300893049085,0.175859654583397,4.22572638137818,0.106273694482355,0.0144034501448684,-0.00958915714865872,0.0319864770204191,0.0319864770204191
"MSTRG.18924",0.000894770773821066,0.0050511807630158,0.431188908830732,0.129810469346312,6.49442728535562,0.0759980720718831,0.00394559981129641,0.0213305371165681,0.00779198450043008,0.0213305371165681
"CREG2",0.000894652330856467,0.0050511807630158,1.24385770788835,0.37446222272177,2.44723979161433,0.51673802044849,0.0850707296527008,-0.0193414531445616,0.125262204715891,0.125262204715891
"RP11-60L3.1",0.000895636578316163,0.00505485506331642,-0.798339437658235,0.240361558582445,3.5730181309637,0.223421020268594,0.0356508585593983,0.00462072013116958,0.0510096597068749,0.0510096597068749
